Anomaly,Decimal Latitude,Decimal Longitude
5.67,82.5,122.5
6.14,82.5,117.5
5.62,82.5,112.5
5.21,82.5,107.5
5.36,82.5,102.5
5.32,82.5,97.5
5.34,82.5,92.5
5.78,82.5,87.5
5.04,82.5,82.5
3.05,82.5,77.5
4.98,82.5,72.5
5.94,82.5,67.5
3.59,82.5,62.5
6.85,82.5,57.5
6.92,82.5,52.5
6.19,82.5,47.5
6.22,82.5,42.5
7.16,82.5,37.5
8.16,82.5,32.5
9.36,82.5,27.5
8.58,82.5,22.5
4.65,82.5,17.5
7.43,82.5,12.5
7.78,82.5,7.5
7.76,82.5,2.5
5.89,87.5,2.5
6.98,87.5,7.5
8.41,87.5,12.5
1.98,87.5,17.5
1.93,87.5,22.5
1.89,87.5,27.5
8.65,87.5,32.5
8.64,87.5,37.5
8.21,87.5,42.5
8.29,87.5,47.5
8.25,87.5,52.5
8.21,87.5,57.5
7.98,87.5,62.5
8.01,87.5,67.5
7.93,87.5,72.5
7.6,87.5,77.5
7.68,87.5,82.5
7.63,87.5,87.5
7.58,87.5,92.5
7.55,87.5,97.5
7.05,87.5,102.5
5.17,87.5,107.5
5.29,87.5,112.5
7.18,87.5,117.5
7.49,87.5,122.5
7.35,87.5,127.5
6.99,87.5,132.5
6.8,87.5,137.5
6.62,87.5,142.5
6.68,87.5,147.5
6.61,87.5,152.5
6.98,87.5,157.5
6.93,87.5,162.5
6.38,87.5,167.5
6.3,87.5,172.5
6.34,87.5,177.5
6.32,87.5,177.5
6.21,87.5,172.5
5.89,87.5,167.5
5.92,87.5,162.5
5.93,87.5,157.5
5.96,87.5,152.5
6.25,87.5,147.5
6.29,87.5,142.5
6.31,87.5,137.5
6.54,87.5,132.5
6.4,87.5,127.5
6.71,87.5,122.5
6.51,87.5,117.5
6.4,87.5,112.5
6.3,87.5,107.5
6.49,87.5,102.5
6.5,87.5,97.5
6.53,87.5,92.5
6.54,87.5,87.5
6.75,87.5,82.5
6.84,87.5,77.5
6.9,87.5,72.5
6.94,87.5,67.5
7.03,87.5,62.5
7.23,87.5,57.5
7.33,87.5,52.5
7.46,87.5,47.5
7.51,87.5,42.5
7.66,87.5,37.5
7.76,87.5,32.5
7.73,87.5,27.5
7.81,87.5,22.5
7.91,87.5,17.5
8.12,87.5,12.5
8.28,87.5,7.5
8.22,87.5,2.5
